"ShortSourceA","category","Encounter","Location","Project","Recording","Species","SamplingRate","SELECTIONNUMBER","FREQMAX","FREQMIN","DURATION","FREQBEG","FREQEND","FREQRANGE","DCMEAN","DCSTDDEV","FREQMEAN","FREQSTDDEV","FREQMEDIAN","FREQCENTER","FREQRELBW","FREQMAXMINRATIO","FREQBEGENDRATIO","FREQQUARTER1","FREQQUARTER2","FREQQUARTER3","FREQSPREAD","DCQUARTER1MEAN","DCQUARTER2MEAN","DCQUARTER3MEAN","DCQUARTER4MEAN","FREQCOFM","FREQSTEPUP","FREQSTEPDOWN","FREQNUMSTEPS","FREQSLOPEMEAN","FREQABSSLOPEMEAN","FREQPOSSLOPEMEAN","FREQNEGSLOPEMEAN","FREQSLOPERATIO","FREQBEGSWEEP","FREQBEGUP","FREQBEGDWN","FREQENDSWEEP","FREQENDUP","FREQENDDWN","NUMSWEEPSUPDWN","NUMSWEEPSDWNUP","NUMSWEEPSUPFLAT","NUMSWEEPSDWNFLAT","NUMSWEEPSFLATUP","NUMSWEEPSFLATDWN","FREQSWEEPUPPERCENT","FREQSWEEPDWNPERCENT","FREQSWEEPFLATPERCENT","NUMINFLECTIONS","INFLMAXDELTA","INFLMINDELTA","INFLMAXMINDELTA","INFLMEDIANDELTA","INFLMEANDELTA","INFLSTDDEVDELTA","INFLDUR","STEPDUR"
"CTR-7-20170913T222035-AD259_S123_Sb.ctr'",1,"AD259_S123_Sb","Hawaii","HICEAS2017","2017-09-13 22:20:35","Steno bredanensis",5e+05,7,8361.81640625,5676.26953125,0.786,8361.81640625,5676.26953125,2685.546875,0.594835704745479,0.0731353961519389,6803.84685083763,719.329202355355,6774.90234375,7019.04296875,0.382608695652174,1.47311827956989,1.47311827956989,7324.21875,6774.90234375,6164.55078125,1098.6328125,0.568460099732946,0.597544076439151,0.621811913102075,0.592625713249932,0.250244140625,0,0,0,-3411.02559730489,3411.02559730489,0,-7442.23766684704,0,0,0,1,1,0,0,0,0,0,15,0,15,15.3284671532847,69.3430656934307,15.3284671532847,0,0,0,0,0,0,0,0,0
"CTR-9-20170913T221835-AD259_S123_Sb.ctr'",1,"AD259_S123_Sb","Hawaii","HICEAS2017","2017-09-13 22:18:35","Steno bredanensis",5e+05,9,8056.640625,5676.26953125,0.876,8056.640625,5676.26953125,2380.37109375,0.484506679110972,0.186999981700666,6771.51150173611,673.475018408179,6835.9375,6866.455078125,0.346666666666667,1.41935483870968,1.41935483870968,7202.1484375,6835.9375,6286.62109375,930.7861328125,0.33811893738953,0.561744549389493,0.488214917345886,0.558095595970111,0.238037109375,0,0,0,-2742.32650188677,2742.32650188677,0,-7523.81886415089,0,1,0,0,1,0,0,0,0,0,13,0,14,20.5555555555556,58.8888888888889,20.5555555555556,0,0,0,0,0,0,0,0,0
"CTR-1-20170904T173838-AD95_S44_Sb.ctr'",1,"AD95_S44_Sb","Hawaii","HICEAS2017","2017-09-04 17:38:38","Steno bredanensis",5e+05,1,7690.4296875,5981.4453125,0.328,7690.4296875,5981.4453125,1708.984375,0.78314995390084,0.137503715719209,6885.06335746951,546.975043579719,6713.8671875,6835.9375,0.25,1.28571428571429,1.28571428571429,6835.9375,7568.359375,6469.7265625,1037.59765625,0.785260080971469,0.819512302398067,0.731302203634318,0.796314215892445,0.3173828125,1,1,2,-4916.72092013889,10638.7668185764,114440.91796875,-22222.1253410218,-5.14986376021798,0,0,1,0,0,1,0,1,1,6,0,7,24.2857142857143,52.8571428571429,22.8571428571429,2,0.017,0.017,1,0.017,0.017,0,6.09756097560976,6.09756097560976
"CTR-1-20170904T174438-AD95_S44_Sb.ctr'",1,"AD95_S44_Sb","Hawaii","HICEAS2017","2017-09-04 17:44:38","Steno bredanensis",5e+05,1,7690.4296875,5493.1640625,0.258,7690.4296875,5493.1640625,2197.265625,0.863287965839671,0.234359919221064,6578.44543457031,648.536289230957,6530.76171875,6591.796875,0.333333333333333,1.4,1.4,7202.1484375,6591.796875,6103.515625,1037.59765625,0.872318742463864,0.815743439149494,0.900780249890895,0.863775477813802,0.2197265625,0,0,0,-8590.13310185185,8590.13310185185,0,-30065.4658564815,0,1,0,0,0,0,1,0,0,0,13,0,14,23.2758620689655,53.448275862069,23.2758620689655,0,0,0,0,0,0,0,0,0
"CTR-19-20170913T221735-AD259_S123_Sb.ctr'",1,"AD259_S123_Sb","Hawaii","HICEAS2017","2017-09-13 22:17:35","Steno bredanensis",5e+05,19,7324.21875,5310.05859375,0.393,5310.05859375,6042.48046875,2014.16015625,0.7195917685266,0.153541761964588,6599.27056760204,546.431227002902,6591.796875,6317.138671875,0.318840579710145,1.37931034482759,0.878787878787879,7202.1484375,7019.04296875,6408.69140625,793.45703125,0.741417256939163,0.729628449533714,0.760159765649768,0.645342811282707,0.299072265625,0,0,0,1860.92639095569,8387.288088521,18919.7805774954,-7458.69908293178,-2.53660596400661,2,1,0,0,0,1,0,0,1,2,0,3,32.2033898305085,57.6271186440678,10.1694915254237,1,0,0,0,0,0,0,0,0
"CTR-2-20170913T220735-AD259_S123_Sb.ctr'",1,"AD259_S123_Sb","Hawaii","HICEAS2017","2017-09-13 22:07:35","Steno bredanensis",5e+05,2,7263.18359375,5920.41015625,0.336,7263.18359375,7263.18359375,1342.7734375,0.341627801156094,0.213015260263455,6676.08351934524,415.265010798379,6744.384765625,6591.796875,0.203703703703704,1.22680412371134,1,6958.0078125,6713.8671875,6103.515625,640.869140625,0.350735626598114,0.278482151476915,0.302112846092756,0.440584362880306,0.1708984375,0,0,0,67.9349880831399,8084.26358189363,27853.3451140873,-7825.46362729119,-3.55932203389831,0,0,1,2,1,0,1,1,0,3,0,3,19.5652173913043,73.9130434782609,6.52173913043478,2,0.049,0.049,1,0.049,0.049,0,5.95238095238095,0
"CTR-3-20020814T115547-s125.ctr'",1,"s125","Hawaii","HICEAS2002","2002-08-14 11:55:47","Steno bredanensis",150000,3,8496.09375,5932.6171875,0.232,8496.09375,6005.859375,2563.4765625,0.174728060392607,0.124386982894729,6788.50446428571,922.997117060293,6372.0703125,7214.35546875,0.355329949238579,1.4320987654321,1.41463414634146,7470.703125,6372.0703125,6005.859375,1428.22265625,0.121163342021204,0.202499709348028,0.179255240843645,0.198652185478168,0.24169921875,0,0,0,-10693.9748555672,11309.4554227941,10463.1696428571,-17002.6506696429,-0.615384615384615,0,0,1,1,0,0,1,0,0,2,1,1,17.0212765957447,68.0851063829787,14.8936170212766,2,0.007,0.007,1,0.007,0.007,0,8.62068965517241,0
"CTR-7-20170904T174338-AD95_S44_Sb.ctr'",1,"AD95_S44_Sb","Hawaii","HICEAS2017","2017-09-04 17:43:38","Steno bredanensis",5e+05,7,7324.21875,5371.09375,0.258,7324.21875,5371.09375,1953.125,0.689852307582727,0.350478258672331,6273.26965332031,632.846408819844,6286.62109375,6347.65625,0.307692307692308,1.36363636363636,1.36363636363636,6835.9375,6347.65625,5737.3046875,1129.150390625,0.733676663315017,0.486465942119365,0.68289376059634,0.864552611032529,0.18310546875,0,0,0,-7750.49603174603,7750.49603174603,0,-30517.578125,0,0,0,1,1,0,0,0,0,0,13,0,14,24.5901639344262,50.8196721311475,24.5901639344262,0,0,0,0,0,0,0,0,0
"CTR-8-20170913T220935-AD259_S123_Sb.ctr'",1,"AD259_S123_Sb","Hawaii","HICEAS2017","2017-09-13 22:09:35","Steno bredanensis",5e+05,8,7141.11328125,6042.48046875,0.197,7141.11328125,6469.7265625,1098.6328125,0.705276155540578,0.215404021202289,6562.5,367.953077280832,6530.76171875,6591.796875,0.166666666666667,1.18181818181818,1.10377358490566,6896.97265625,6530.76171875,6164.55078125,671.38671875,0.7491389930348,0.758500152321758,0.699472848033566,0.606682155856486,0.140380859375,0,0,0,-3400.93380559689,7851.41394882606,26702.880859375,-7501.5651696153,-3.55964125560538,0,0,1,2,1,0,1,0,0,1,1,0,12,84,4,2,0.016,0.016,1,0.016,0.016,0,10.1522842639594,0
"CTR-9-20170913T222035-AD259_S123_Sb.ctr'",1,"AD259_S123_Sb","Hawaii","HICEAS2017","2017-09-13 22:20:35","Steno bredanensis",5e+05,9,8239.74609375,6042.48046875,0.606,8239.74609375,6042.48046875,2197.265625,0.484977993549524,0.220278056086118,6975.91145833333,574.822143125598,6958.0078125,7141.11328125,0.307692307692308,1.36363636363636,1.36363636363636,7385.25390625,6958.0078125,6530.76171875,823.974609375,0.496510333317934,0.584965086693835,0.519040697381051,0.331307960319484,0.1953125,0,0,0,-3687.04973807513,3687.04973807513,0,-7578.93557270999,0,0,0,1,0,0,1,0,0,0,10,0,10,13.1313131313131,73.7373737373737,13.1313131313131,0,0,0,0,0,0,0,0,0
"CTR-13-20170913T214635-AD259_S123_Sb.ctr'",2,"AD259_S123_Sb","Hawaii","HICEAS2017","2017-09-13 21:46:35","Steno bredanensis",5e+05,13,8056.640625,4760.7421875,0.647,4882.8125,8056.640625,3295.8984375,0.456050664083295,0.092910922288639,5747.22290039062,784.788913754879,5554.19921875,6408.69140625,0.514285714285714,1.69230769230769,0.606060606060606,5249.0234375,5554.19921875,5981.4453125,762.939453125,0.491249164464434,0.448305031525589,0.468970509219803,0.411700518842246,0.30517578125,0,0,0,4892.80720611689,5257.64463799101,10023.5711960565,-7205.53927951389,-1.39109243697479,0,0,1,2,1,0,1,0,3,2,4,1,57.6923076923077,22.3076923076923,20,2,0.573,0.573,1,0.573,0.573,0,3.09119010819165,0
"CTR-14-20170913T215835-AD259_S123_Sb.ctr'",2,"AD259_S123_Sb","Hawaii","HICEAS2017","2017-09-13 21:58:35","Steno bredanensis",5e+05,14,6103.515625,4638.671875,0.409,4638.671875,5737.3046875,1464.84375,0.972562072994875,0.303490607823067,5669.62213799505,433.126127840459,5859.375,5371.09375,0.272727272727273,1.31578947368421,0.808510638297872,5371.09375,5859.375,6103.515625,610.3515625,0.997430675519232,0.986356593906229,0.992745832236932,0.912720446216134,0.1708984375,0,0,0,2563.4765625,4272.4609375,28483.0729166667,-28483.0729166667,-1,2,1,0,0,0,1,0,0,12,1,11,2,38.9121338912134,31.7991631799163,29.2887029288703,1,0,0,0,0,0,0,0,0
